PaymentDate,OrderNumber,CustomerName,BranchSubCounty,BranchCounty,ProductName,CategoryName,QuantityOrdered,CostOfProductionPerUnit,SellingPricePerUnit,ProfitPerUnit,PercentageProfitPerUnit
2022-05-16,1806,Otieno Ahmed,Roy Sambu,Nairobi,Viazi Karai,Fried Dishes,1,10.00,30.00,20.00,200.00
2022-05-16,5236,[Business] Hilton Resort,Nyali,Mombasa,Malva Pudding,Sweet Snacks/Desserts,2,30.00,70.00,40.00,133.33
2022-05-17,507,Josephine Odhiambo,Roy Sambu,Nairobi,Banku,Combination Plates,8,30.00,70.00,40.00,133.33
2022-05-17,1067,[Business] Serena Manor,Embakasi,Nairobi,Bunny Chow,Combination Plates,3,40.00,80.00,40.00,100.00
2022-05-17,1067,[Business] Serena Manor,Embakasi,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,2,30.00,70.00,40.00,133.33
2022-05-17,1067,[Business] Serena Manor,Embakasi,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,1,30.00,60.00,30.00,100.00
2022-05-17,3375,Claudine Malema,Roy Sambu,Nairobi,Nyama na Wali,Meat-Based Dishes,7,100.00,200.00,100.00,100.00
2022-05-17,3375,Claudine Malema,Roy Sambu,Nairobi,Ugali,Staple Foods,5,10.00,20.00,10.00,100.00
2022-05-18,1013,Achieng Mbeki,Starehe,Nairobi,Supu ya Nyama,Soup/Stew Dishes,8,70.00,150.00,80.00,114.29
2022-05-18,2648,Felix Munyui,Ruaraka,Nairobi,Pilau,Rice Dishes,6,100.00,200.00,100.00,100.00
2022-05-18,2648,Felix Munyui,Ruaraka,Nairobi,Maharagwe,Legume-Based Dishes,3,30.00,60.00,30.00,100.00
2022-05-19,2814,[Business] Hilton Retreat,Makadara,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2022-05-19,4650,Wambui Yusuf,Kangemi,Nairobi,Wali wa Kukaanga,Rice Dishes,8,30.00,70.00,40.00,133.33
2022-05-19,4650,Wambui Yusuf,Kangemi,Nairobi,Ndizi na Nyama,Soup/Stew Dishes,1,30.00,70.00,40.00,133.33
2022-05-19,4650,Wambui Yusuf,Kangemi,Nairobi,Supu ya Nyama,Soup/Stew Dishes,4,70.00,150.00,80.00,114.29
2022-05-19,4723,[Business] Diani Suites,Starehe,Nairobi,Chapati,Staple Foods,5,5.00,20.00,15.00,300.00
2022-05-19,4723,[Business] Diani Suites,Starehe,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2022-05-19,4723,[Business] Diani Suites,Starehe,Nairobi,Doro Wat,African Cultural Specials,3,150.00,300.00,150.00,100.00
2022-05-20,2075,Michel Kagame,Kasarani,Nairobi,Nyama na Sukuma,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2022-05-20,2075,Michel Kagame,Kasarani,Nairobi,Samosa,Fried Dishes,6,20.00,50.00,30.00,150.00
2022-05-20,4052,Kamau Hussein,Westlands,Nairobi,Injera,African Cultural Specials,5,10.00,20.00,10.00,100.00
2022-05-20,4052,Kamau Hussein,Westlands,Nairobi,Tibs,African Cultural Specials,7,100.00,200.00,100.00,100.00
2022-05-20,4052,Kamau Hussein,Westlands,Nairobi,Wali wa Nazi na Samaki,Rice Dishes,4,30.00,70.00,40.00,133.33
2022-05-22,529,Jacqueline Mutombo,Kangemi,Nairobi,Waakye,Combination Plates,7,30.00,70.00,40.00,133.33
2022-05-22,529,Jacqueline Mutombo,Kangemi,Nairobi,Omena,Fish Dishes,7,30.00,70.00,40.00,133.33
2022-05-22,3956,Mwangi Malema,Kangemi,Nairobi,Kuku Choma,Meat-Based Dishes,5,150.00,300.00,150.00,100.00
2022-05-22,3956,Mwangi Malema,Kangemi,Nairobi,Nyama na Matoke,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2022-05-22,3956,Mwangi Malema,Kangemi,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,1,30.00,70.00,40.00,133.33
2022-05-23,782,[Business] Baobab Lodge,Mathare,Nairobi,Wali wa Nazi,Rice Dishes,5,30.00,70.00,40.00,133.33
2022-05-23,782,[Business] Baobab Lodge,Mathare,Nairobi,Banku,Combination Plates,3,30.00,70.00,40.00,133.33
2022-05-23,782,[Business] Baobab Lodge,Mathare,Nairobi,Injera,African Cultural Specials,4,10.00,20.00,10.00,100.00
2022-05-23,2406,Wambui Ali,Roy Sambu,Nairobi,Malva Pudding,Sweet Snacks/Desserts,8,30.00,70.00,40.00,133.33
2022-05-23,2406,Wambui Ali,Roy Sambu,Nairobi,Wali wa Nazi,Rice Dishes,6,30.00,70.00,40.00,133.33
2022-05-23,2406,Wambui Ali,Roy Sambu,Nairobi,Nyama na Wali,Meat-Based Dishes,7,100.00,200.00,100.00,100.00
2022-05-24,1599,[Business] Serena Palace,Nyeri Central,Nyeri,Jollof Rice,Combination Plates,2,30.00,70.00,40.00,133.33
2022-05-24,1599,[Business] Serena Palace,Nyeri Central,Nyeri,Kuku Choma,Meat-Based Dishes,3,150.00,300.00,150.00,100.00
2022-05-24,3784,[Business] Neptune Haven,Makadara,Nairobi,Kuku na Chapati,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2022-05-25,1460,Jeanne Ibrahim,Kangemi,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,4,10.00,20.00,10.00,100.00
2022-05-25,2037,Wambui Mugisha,Makadara,Nairobi,Maharagwe na Wali,Legume-Based Dishes,3,30.00,60.00,30.00,100.00
2022-05-25,2865,[Business] Baobab Retreat,Langata,Nairobi,Nyama na Maharagwe,Meat-Based Dishes,3,100.00,200.00,100.00,100.00
2022-05-25,2865,[Business] Baobab Retreat,Langata,Nairobi,Gomen,African Cultural Specials,1,20.00,50.00,30.00,150.00
2022-05-25,2865,[Business] Baobab Retreat,Langata,Nairobi,Bunny Chow,Combination Plates,6,40.00,80.00,40.00,100.00
2022-05-26,696,[Business] InterContinental Inn,Nyeri Central,Nyeri,Maharagwe na Wali,Legume-Based Dishes,1,30.00,60.00,30.00,100.00
2022-05-26,696,[Business] InterContinental Inn,Nyeri Central,Nyeri,Supu ya Kuku,Soup/Stew Dishes,7,70.00,150.00,80.00,114.29
2022-05-26,4611,[Business] Voyager Manor,Nyali,Mombasa,Nyama na Matoke,Meat-Based Dishes,4,100.00,200.00,100.00,100.00
2022-05-26,4611,[Business] Voyager Manor,Nyali,Mombasa,Bunny Chow,Combination Plates,3,40.00,80.00,40.00,100.00
2022-05-26,4611,[Business] Voyager Manor,Nyali,Mombasa,Supu ya Nyama na Wali,Soup/Stew Dishes,8,70.00,150.00,80.00,114.29
2022-05-26,5280,[Business] Severin Haven,Roy Sambu,Nairobi,Suya,Combination Plates,8,50.00,100.00,50.00,100.00
2022-05-28,705,Wambui Omar,Kesses,Uasin Gishu,Mbaazi,Legume-Based Dishes,8,30.00,60.00,30.00,100.00
2022-05-28,3180,[Business] Boma Haven,Embakasi,Nairobi,Kelewele,Combination Plates,7,20.00,50.00,30.00,150.00
2022-05-28,4273,[Business] PrideInn Lodge,Roy Sambu,Nairobi,Kuku na Ugali,Meat-Based Dishes,4,100.00,200.00,100.00,100.00
2022-05-28,4434,[Business] Hemingways Haven,Nyeri Central,Nyeri,Kuku Fry,Meat-Based Dishes,6,150.00,300.00,150.00,100.00
2022-05-28,4434,[Business] Hemingways Haven,Nyeri Central,Nyeri,Supu ya Mbuzi,Soup/Stew Dishes,6,70.00,150.00,80.00,114.29
2022-05-28,4678,Claude Osman,Nyali,Mombasa,Viazi Karai,Fried Dishes,5,10.00,30.00,20.00,200.00
2022-05-28,4678,Claude Osman,Nyali,Mombasa,Maharagwe na Chapati,Legume-Based Dishes,1,30.00,60.00,30.00,100.00
2022-05-28,4678,Claude Osman,Nyali,Mombasa,Tibs,African Cultural Specials,1,100.00,200.00,100.00,100.00
2022-05-29,330,Pierrette Kabongo,Githurai,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,1,10.00,20.00,10.00,100.00
2022-05-29,491,Jean Mwangi,Mathare,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,8,30.00,60.00,30.00,100.00
2022-05-29,491,Jean Mwangi,Mathare,Nairobi,Viazi Karai,Fried Dishes,8,10.00,30.00,20.00,200.00
2022-05-29,491,Jean Mwangi,Mathare,Nairobi,Potjiekos,Combination Plates,4,50.00,100.00,50.00,100.00
2022-05-29,2134,Jacques Kabila,Kamukunji,Nairobi,Pilau,Rice Dishes,2,100.00,200.00,100.00,100.00
2022-05-30,3584,Marie Munee,Nakuru Town East,Nakuru,Matumbo,Meat-Based Dishes,6,70.00,150.00,80.00,114.29
2022-05-30,3584,Marie Munee,Nakuru Town East,Nakuru,Omena,Fish Dishes,6,30.00,70.00,40.00,133.33
2022-05-31,129,[Business] PrideInn Residences,Kibra,Nairobi,Mukimo,Legume-Based Dishes,6,40.00,80.00,40.00,100.00
2022-05-31,129,[Business] PrideInn Residences,Kibra,Nairobi,Mishkaki,Meat-Based Dishes,8,100.00,200.00,100.00,100.00
2022-05-31,1439,[Business] Safari Lodge,Kesses,Uasin Gishu,Bobotie,Combination Plates,5,50.00,100.00,50.00,100.00
2022-05-31,1615,[Business] Ole Sereni Retreat,Langata,Nairobi,Firfir,African Cultural Specials,4,30.00,70.00,40.00,133.33
2022-06-01,5389,[Business] Fairmont Resort,Nyeri Central,Nyeri,Githeri,Legume-Based Dishes,2,30.00,70.00,40.00,133.33
2022-06-01,5389,[Business] Fairmont Resort,Nyeri Central,Nyeri,Kachumbari,Vegetable-Based Dishes,8,10.00,30.00,20.00,200.00
2022-06-01,5389,[Business] Fairmont Resort,Nyeri Central,Nyeri,Wali wa Nazi na Kuku,Rice Dishes,2,30.00,70.00,40.00,133.33
2022-06-02,1197,[Business] Neptune Suites,Westlands,Nairobi,Fufu,Combination Plates,1,20.00,50.00,30.00,150.00
2022-06-02,1197,[Business] Neptune Suites,Westlands,Nairobi,Kachumbari,Vegetable-Based Dishes,8,10.00,30.00,20.00,200.00
2022-06-02,3741,Felicite Wanyama,Kangemi,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,5,30.00,70.00,40.00,133.33
2022-06-02,3741,Felicite Wanyama,Kangemi,Nairobi,Wali wa Nazi,Rice Dishes,7,30.00,70.00,40.00,133.33
2022-06-02,3741,Felicite Wanyama,Kangemi,Nairobi,Bhajia,Fried Dishes,6,20.00,50.00,30.00,150.00
2022-06-03,2141,[Business] Boma Resort,Westlands,Nairobi,Matoke na Nyama,Soup/Stew Dishes,3,30.00,70.00,40.00,133.33
2022-06-03,2141,[Business] Boma Resort,Westlands,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,7,30.00,60.00,30.00,100.00
2022-06-03,2141,[Business] Boma Resort,Westlands,Nairobi,Wali wa Nazi na Samaki,Rice Dishes,2,30.00,70.00,40.00,133.33
2022-06-03,2785,[Business] Boma Haven,Githurai,Nairobi,Pap,Combination Plates,1,10.00,30.00,20.00,200.00
2022-06-04,3651,[Business] Severin Haven,Mathare,Nairobi,Kelewele,Combination Plates,6,20.00,50.00,30.00,150.00
2022-06-04,4419,[Business] Sarova Resort,Githurai,Nairobi,Viazi Karai,Fried Dishes,3,10.00,30.00,20.00,200.00
2022-06-04,4904,[Business] Voyager Manor,Kasarani,Nairobi,Supu ya Nyama na Wali,Soup/Stew Dishes,5,70.00,150.00,80.00,114.29
2022-06-05,2494,[Business] PrideInn Manor,Nakuru Town East,Nakuru,Nyama na Maharagwe,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2022-06-05,2494,[Business] PrideInn Manor,Nakuru Town East,Nakuru,Chakalaka,Combination Plates,4,20.00,50.00,30.00,150.00
2022-06-05,2494,[Business] PrideInn Manor,Nakuru Town East,Nakuru,Boerewors,Combination Plates,8,50.00,100.00,50.00,100.00
2022-06-05,3018,[Business] Baobab Haven,Kilimani,Nairobi,Potjiekos,Combination Plates,8,50.00,100.00,50.00,100.00
2022-06-05,4359,[Business] Ole Sereni Retreat,Githurai,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,1,30.00,70.00,40.00,133.33
2022-06-05,4359,[Business] Ole Sereni Retreat,Githurai,Nairobi,Biltong,Combination Plates,6,100.00,200.00,100.00,100.00
2022-06-06,370,Jeanne Osman,Kangemi,Nairobi,Chechebsa,African Cultural Specials,7,20.00,50.00,30.00,150.00
2022-06-06,370,Jeanne Osman,Kangemi,Nairobi,Maharagwe na Wali,Legume-Based Dishes,3,30.00,60.00,30.00,100.00
2022-06-06,370,Jeanne Osman,Kangemi,Nairobi,Nyama na Chapati,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2022-06-06,1035,Michelle Mandela,Ruaraka,Nairobi,Wali wa Nazi na Nyama,Rice Dishes,7,30.00,70.00,40.00,133.33
2022-06-06,1035,Michelle Mandela,Ruaraka,Nairobi,Kachumbari,Vegetable-Based Dishes,4,10.00,30.00,20.00,200.00
2022-06-06,1035,Michelle Mandela,Ruaraka,Nairobi,Nyama na Ugali,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2022-06-06,1180,[Business] Hemingways Suites,Langata,Nairobi,Waakye,Combination Plates,6,30.00,70.00,40.00,133.33
2022-06-06,2307,Amina Ndayishimiye,Mathare,Nairobi,Nyama na Sukuma,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2022-06-06,2832,Marie Abdi,Makadara,Nairobi,Ndizi na Nyama,Soup/Stew Dishes,7,30.00,70.00,40.00,133.33
2022-06-06,4502,[Business] Tamarind Haven,Starehe,Nairobi,Mishkaki,Meat-Based Dishes,8,100.00,200.00,100.00,100.00
2022-06-06,4502,[Business] Tamarind Haven,Starehe,Nairobi,Maharagwe,Legume-Based Dishes,8,30.00,60.00,30.00,100.00
2022-06-06,4502,[Business] Tamarind Haven,Starehe,Nairobi,Nyama Choma,Meat-Based Dishes,3,150.00,300.00,150.00,100.00
2022-06-07,4114,[Business] Tamarind Inn,Dagoretti,Nairobi,Kuku Fry,Meat-Based Dishes,8,150.00,300.00,150.00,100.00
2022-06-09,5264,[Business] Tamarind Inn,Westlands,Nairobi,Biltong,Combination Plates,5,100.00,200.00,100.00,100.00
2022-06-09,5264,[Business] Tamarind Inn,Westlands,Nairobi,Vetkoek,Sweet Snacks/Desserts,5,20.00,50.00,30.00,150.00
2022-06-09,5264,[Business] Tamarind Inn,Westlands,Nairobi,Mahamri,Sweet Snacks/Desserts,7,5.00,20.00,15.00,300.00
2022-06-10,2452,[Business] Severin Retreat,Mathare,Nairobi,Maharagwe na Wali,Legume-Based Dishes,2,30.00,60.00,30.00,100.00
2022-06-10,2452,[Business] Severin Retreat,Mathare,Nairobi,Injera,African Cultural Specials,6,10.00,20.00,10.00,100.00
2022-06-10,2452,[Business] Severin Retreat,Mathare,Nairobi,Injera,African Cultural Specials,8,10.00,20.00,10.00,100.00
2022-06-11,755,Achieng Hassan,Nyeri Central,Nyeri,Banga Soup,Combination Plates,8,50.00,100.00,50.00,100.00
2022-06-11,1381,Michel Mbeki,Kasarani,Nairobi,Banga Soup,Combination Plates,5,50.00,100.00,50.00,100.00
2022-06-11,1381,Michel Mbeki,Kasarani,Nairobi,Bhajia,Fried Dishes,7,20.00,50.00,30.00,150.00
2022-06-11,2042,[Business] Safari Retreat,Starehe,Nairobi,Biltong,Combination Plates,6,100.00,200.00,100.00,100.00
2022-06-11,2042,[Business] Safari Retreat,Starehe,Nairobi,Potjiekos,Combination Plates,1,50.00,100.00,50.00,100.00
2022-06-12,2156,[Business] Baobab Lodge,Embakasi,Nairobi,Misir Wat,African Cultural Specials,7,30.00,60.00,30.00,100.00
2022-06-12,2164,[Business] Swahili Haven,Roy Sambu,Nairobi,Fish Curry,Fish Dishes,2,150.00,300.00,150.00,100.00
2022-06-12,2164,[Business] Swahili Haven,Roy Sambu,Nairobi,Nyama na Matoke,Meat-Based Dishes,3,100.00,200.00,100.00,100.00
2022-06-12,2677,[Business] PrideInn Lodge,Dagoretti,Nairobi,Kuku na Chapati,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2022-06-12,2677,[Business] PrideInn Lodge,Dagoretti,Nairobi,Sukuma na Ugali,Vegetable-Based Dishes,8,20.00,50.00,30.00,150.00
2022-06-13,1439,[Business] Safari Lodge,Kesses,Uasin Gishu,Bobotie,Combination Plates,5,50.00,100.00,50.00,100.00
2022-06-13,1497,[Business] Tamarind Haven,Westlands,Nairobi,Matoke,Soup/Stew Dishes,4,30.00,60.00,30.00,100.00
2022-06-13,1497,[Business] Tamarind Haven,Westlands,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,1,30.00,70.00,40.00,133.33
2022-06-13,1733,[Business] Serena Suites,Nakuru Town East,Nakuru,Fufu,Combination Plates,1,20.00,50.00,30.00,150.00
2022-06-13,1733,[Business] Serena Suites,Nakuru Town East,Nakuru,Kuku na Ugali,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2022-06-13,3131,[Business] InterContinental Residences,Kisumu Central,Kisumu,Malva Pudding,Sweet Snacks/Desserts,7,30.00,70.00,40.00,133.33
2022-06-13,3131,[Business] InterContinental Residences,Kisumu Central,Kisumu,Biltong,Combination Plates,4,100.00,200.00,100.00,100.00
2022-06-13,3131,[Business] InterContinental Residences,Kisumu Central,Kisumu,Kuku na Maharagwe,Meat-Based Dishes,4,100.00,200.00,100.00,100.00
2022-06-13,3718,Pauline Yusuf,Kibra,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,2,30.00,60.00,30.00,100.00
2022-06-14,4913,[Business] Boma Haven,Langata,Nairobi,Kelewele,Combination Plates,2,20.00,50.00,30.00,150.00
2022-06-14,4913,[Business] Boma Haven,Langata,Nairobi,Mbaazi,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2022-06-14,4913,[Business] Boma Haven,Langata,Nairobi,Maharagwe na Wali,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2022-06-16,1617,[Business] Diani Lodge,Kasarani,Nairobi,Kuku Fry,Meat-Based Dishes,5,150.00,300.00,150.00,100.00
2022-06-16,1697,[Business] InterContinental Suites,Kasarani,Nairobi,Samosa,Fried Dishes,7,20.00,50.00,30.00,150.00
2022-06-16,1697,[Business] InterContinental Suites,Kasarani,Nairobi,Banku,Combination Plates,4,30.00,70.00,40.00,133.33
2022-06-16,1697,[Business] InterContinental Suites,Kasarani,Nairobi,Boerewors,Combination Plates,2,50.00,100.00,50.00,100.00
2022-06-16,2612,Jacques Kabila,Nakuru Town East,Nakuru,Mahamri,Sweet Snacks/Desserts,8,5.00,20.00,15.00,300.00
2022-06-16,2612,Jacques Kabila,Nakuru Town East,Nakuru,Supu ya Nyama na Wali,Soup/Stew Dishes,3,70.00,150.00,80.00,114.29
2022-06-16,2612,Jacques Kabila,Nakuru Town East,Nakuru,Bunny Chow,Combination Plates,5,40.00,80.00,40.00,100.00
2022-06-16,3824,Mwangi Munyuli,Kisumu Central,Kisumu,Egusi Soup,Combination Plates,7,40.00,80.00,40.00,100.00
2022-06-16,5212,[Business] Hemingways Haven,Starehe,Nairobi,Kuku na Sukuma,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2022-06-17,1822,Michel Omar,Kisumu Central,Kisumu,Nyama na Wali,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2022-06-17,2340,[Business] InterContinental Hotel,Kangemi,Nairobi,Nyama na Maharagwe,Meat-Based Dishes,7,100.00,200.00,100.00,100.00
2022-06-17,2340,[Business] InterContinental Hotel,Kangemi,Nairobi,Nyama na Maharagwe,Meat-Based Dishes,7,100.00,200.00,100.00,100.00
2022-06-17,2340,[Business] InterContinental Hotel,Kangemi,Nairobi,Maharagwe na Wali,Legume-Based Dishes,5,30.00,60.00,30.00,100.00
2022-06-18,2916,[Business] Sarova Inn,Kangemi,Nairobi,Misir Wat,African Cultural Specials,2,30.00,60.00,30.00,100.00
2022-06-18,2916,[Business] Sarova Inn,Kangemi,Nairobi,Viazi Karai,Fried Dishes,1,10.00,30.00,20.00,200.00
2022-06-18,2916,[Business] Sarova Inn,Kangemi,Nairobi,Firfir,African Cultural Specials,8,30.00,70.00,40.00,133.33
2022-06-18,4264,[Business] Ole Sereni Suites,Dagoretti,Nairobi,Shiro,African Cultural Specials,2,30.00,70.00,40.00,133.33
2022-06-18,4264,[Business] Ole Sereni Suites,Dagoretti,Nairobi,Nyama na Sukuma,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2022-06-18,4264,[Business] Ole Sereni Suites,Dagoretti,Nairobi,Kuku Stew,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2022-06-18,5288,[Business] Leopard Beach Hotel,Kangemi,Nairobi,Kuku na Matoke,Meat-Based Dishes,7,100.00,200.00,100.00,100.00
2022-06-18,5288,[Business] Leopard Beach Hotel,Kangemi,Nairobi,Nyama Stew,Meat-Based Dishes,7,100.00,200.00,100.00,100.00
2022-06-19,1311,[Business] Hilton Residences,Embakasi,Nairobi,Wali wa Nazi na Maharagwe,Rice Dishes,2,30.00,70.00,40.00,133.33
2022-06-19,1311,[Business] Hilton Residences,Embakasi,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,4,30.00,60.00,30.00,100.00
2022-06-19,1311,[Business] Hilton Residences,Embakasi,Nairobi,Kuku Choma,Meat-Based Dishes,7,150.00,300.00,150.00,100.00
2022-06-19,1498,Pierrette Munyao,Makadara,Nairobi,Nyama na Ugali,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2022-06-19,1498,Pierrette Munyao,Makadara,Nairobi,Chechebsa,African Cultural Specials,8,20.00,50.00,30.00,150.00
2022-06-19,3723,[Business] Baobab Inn,Roy Sambu,Nairobi,Matoke,Soup/Stew Dishes,6,30.00,60.00,30.00,100.00
2022-06-19,3723,[Business] Baobab Inn,Roy Sambu,Nairobi,Fufu,Combination Plates,1,20.00,50.00,30.00,150.00
2022-06-19,3723,[Business] Baobab Inn,Roy Sambu,Nairobi,Nyama na Chapati,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2022-06-20,966,[Business] PrideInn Lodge,Kilimani,Nairobi,Maharagwe ya Nazi,Legume-Based Dishes,2,30.00,60.00,30.00,100.00
2022-06-20,966,[Business] PrideInn Lodge,Kilimani,Nairobi,Tilapia Fry,Fish Dishes,2,200.00,350.00,150.00,75.00
2022-06-20,2135,[Business] Leopard Beach Retreat,Mathare,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2022-06-21,1589,Claude Ochieng,Nyali,Mombasa,Sukuma Wiki,Vegetable-Based Dishes,8,10.00,20.00,10.00,100.00
2022-06-21,1589,Claude Ochieng,Nyali,Mombasa,Nyama na Matoke,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2022-06-21,2786,[Business] Hemingways Residences,Westlands,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2022-06-21,2786,[Business] Hemingways Residences,Westlands,Nairobi,Samosa,Fried Dishes,5,20.00,50.00,30.00,150.00
2022-06-21,4059,[Business] Baobab Resort,Ruaraka,Nairobi,Nyama Choma,Meat-Based Dishes,8,150.00,300.00,150.00,100.00
2022-06-21,4059,[Business] Baobab Resort,Ruaraka,Nairobi,Tibs,African Cultural Specials,5,100.00,200.00,100.00,100.00
2022-06-21,5482,Felix Abdi,Nakuru Town East,Nakuru,Jollof Rice,Combination Plates,4,30.00,70.00,40.00,133.33
2022-06-22,3643,Pierrette Yusuf,Makadara,Nairobi,Moi Moi,Combination Plates,2,20.00,50.00,30.00,150.00
2022-06-22,3643,Pierrette Yusuf,Makadara,Nairobi,Nyama na Wali,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2022-06-22,3643,Pierrette Yusuf,Makadara,Nairobi,Bhajia,Fried Dishes,1,20.00,50.00,30.00,150.00
2022-06-22,4121,Joseph Mandela,Roy Sambu,Nairobi,Fish Curry,Fish Dishes,8,150.00,300.00,150.00,100.00
2022-06-22,4121,Joseph Mandela,Roy Sambu,Nairobi,Matoke na Nyama,Soup/Stew Dishes,4,30.00,70.00,40.00,133.33
2022-06-23,302,Kamau Osman,Ruaraka,Nairobi,Mukimo,Legume-Based Dishes,4,40.00,80.00,40.00,100.00
2022-06-23,302,Kamau Osman,Ruaraka,Nairobi,Atayef,Sweet Snacks/Desserts,3,10.00,30.00,20.00,200.00
2022-06-23,302,Kamau Osman,Ruaraka,Nairobi,Matoke na Nyama,Soup/Stew Dishes,7,30.00,70.00,40.00,133.33
2022-06-23,1125,[Business] Sarova Residences,Nakuru Town East,Nakuru,Kuku Fry,Meat-Based Dishes,3,150.00,300.00,150.00,100.00
2022-06-24,639,[Business] Severin Retreat,Kisumu Central,Kisumu,Kuku na Chapati,Meat-Based Dishes,8,100.00,200.00,100.00,100.00
2022-06-24,882,[Business] Voyager Lodge,Nyeri Central,Nyeri,Sukuma na Ugali,Vegetable-Based Dishes,4,20.00,50.00,30.00,150.00
2022-06-24,882,[Business] Voyager Lodge,Nyeri Central,Nyeri,Mahamri,Sweet Snacks/Desserts,7,5.00,20.00,15.00,300.00
2022-06-24,4013,[Business] Nyali Retreat,Makadara,Nairobi,Wali wa Nazi,Rice Dishes,5,30.00,70.00,40.00,133.33
2022-06-24,4264,[Business] Ole Sereni Suites,Dagoretti,Nairobi,Kuku Stew,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2022-06-24,4264,[Business] Ole Sereni Suites,Dagoretti,Nairobi,Shiro,African Cultural Specials,2,30.00,70.00,40.00,133.33
2022-06-24,4264,[Business] Ole Sereni Suites,Dagoretti,Nairobi,Nyama na Sukuma,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2022-06-26,3205,Amina Mutombo,Langata,Nairobi,Fufu,Combination Plates,6,20.00,50.00,30.00,150.00
2022-06-26,3205,Amina Mutombo,Langata,Nairobi,Supu ya Kuku na Wali,Soup/Stew Dishes,4,70.00,150.00,80.00,114.29
2022-06-26,3909,[Business] Neptune Manor,Makadara,Nairobi,Nyama na Sukuma,Meat-Based Dishes,7,100.00,200.00,100.00,100.00
2022-06-26,4487,Pauline Yusuf,Langata,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,6,30.00,70.00,40.00,133.33
2022-06-26,4487,Pauline Yusuf,Langata,Nairobi,Chakalaka,Combination Plates,2,20.00,50.00,30.00,150.00
2022-06-26,4487,Pauline Yusuf,Langata,Nairobi,Kuku na Matoke,Meat-Based Dishes,4,100.00,200.00,100.00,100.00
2022-06-26,5394,Claudine Nkurunziza,Githurai,Nairobi,Kuku na Sukuma,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2022-06-27,1785,Marie Lumumba,Kesses,Uasin Gishu,Nyama na Maharagwe,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2022-06-27,1785,Marie Lumumba,Kesses,Uasin Gishu,Omena,Fish Dishes,3,30.00,70.00,40.00,133.33
2022-06-27,1785,Marie Lumumba,Kesses,Uasin Gishu,Wali wa Pilau,Rice Dishes,2,30.00,70.00,40.00,133.33
2022-06-27,1905,Achieng Mandela,Kamukunji,Nairobi,Tilapia Fry,Fish Dishes,6,200.00,350.00,150.00,75.00
2022-06-27,4134,Achieng Munyoki,Westlands,Nairobi,Ndengu,Legume-Based Dishes,4,30.00,60.00,30.00,100.00
2022-06-28,3348,[Business] Hilton Residences,Makadara,Nairobi,Maharagwe,Legume-Based Dishes,5,30.00,60.00,30.00,100.00
2022-06-28,3348,[Business] Hilton Residences,Makadara,Nairobi,Nyama na Wali,Meat-Based Dishes,3,100.00,200.00,100.00,100.00
2022-06-28,5306,Patrick Kabongo,Mathare,Nairobi,Kuku na Sukuma,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
