business_id,sector,county,quarter,business_age_years,num_employees,payroll_cost_kes,owner_education_level,monthly_marketing_spend_kes,advertising_budget_kes,avg_daily_foot_traffic,online_presence_score,loan_amount_kes,interest_rate_pct,inflation_rate_pct,competitor_density,customer_satisfaction_score,monthly_revenue_kes
185,Services,Nairobi,Q1,2.0,10,205439.0,Diploma,28567.0,31569.0,104.7,42.2,177876.0,13.55,7.21,6,4.3,2810736.0
186,Manufacturing,Nairobi,Q4,3.1,6,160752.0,Primary,14115.0,15132.0,26.1,18.8,399768.0,14.0,7.53,5,2.4,2266373.0
187,Hospitality,Kisumu,Q2,3.5,9,316871.0,Masters,55840.0,48797.0,47.2,71.8,0.0,15.0,6.98,5,3.9,4530937.0
188,Retail,Kisumu,Q4,4.2,9,195760.0,Secondary,17590.0,20156.0,73.2,72.6,117041.0,15.79,7.49,2,3.6,3023692.0
189,Services,Kisumu,Q1,8.4,11,231248.0,Diploma,36539.0,42389.0,37.0,47.7,363600.0,17.43,6.69,3,4.1,2957705.0
190,Retail,Mombasa,Q2,4.1,11,348006.0,Secondary,22377.0,23789.0,56.8,54.4,0.0,17.37,6.9,4,4.3,6650648.0
191,Technology,Eldoret,Q4,5.5,12,303505.0,Secondary,47374.0,50609.0,,57.5,598293.0,10.7,7.35,5,2.9,2260843.0
192,Retail,Other,Q1,1.4,12,376384.0,Certificate,17278.0,18837.0,50.1,60.4,0.0,20.01,6.81,7,3.6,1719682.0
193,Retail,Nairobi,Q2,2.9,8,282413.0,Diploma,47661.0,55612.0,30.7,25.4,0.0,15.69,6.82,5,,2496788.0
194,Services,Eldoret,Q1,2.8,7,221134.0,Doctorate,60620.0,64867.0,189.5,65.7,60056.0,14.44,6.63,5,3.9,5382358.0
195,Retail,Nakuru,Q2,1.2,7,165862.0,Primary,13209.0,13667.0,12.3,29.1,58386.0,12.61,7.1,12,3.6,1399775.0
196,Retail,Kisumu,Q2,4.1,7,265369.0,Primary,44283.0,47849.0,41.7,70.0,244053.0,21.87,7.04,5,2.7,1310887.0
197,Agriculture,Nairobi,Q3,1.4,9,301679.0,Certificate,69621.0,73041.0,63.1,31.6,0.0,23.05,6.56,1,4.1,2518966.0
198,Services,Eldoret,Q2,3.8,9,258331.0,Certificate,31985.0,33585.0,62.7,26.4,737861.0,21.47,6.92,11,2.6,1740116.0
199,Retail,Other,Q1,5.8,12,335979.0,Bachelors,53431.0,48554.0,125.4,54.4,0.0,15.89,6.91,4,3.6,5762262.0
200,Hospitality,Eldoret,Q1,13.2,10,310001.0,Bachelors,61527.0,67176.0,25.9,53.9,0.0,16.6,6.62,0,,2496788.0
201,Services,Other,Q4,2.7,13,308557.0,Bachelors,48641.0,55631.0,18.7,57.3,0.0,20.27,7.65,10,4.0,1576261.0
202,Technology,Other,Q4,5.7,6,110595.0,Secondary,14395.0,16290.0,,35.4,0.0,14.73,7.14,5,3.2,1582803.0
203,Agriculture,Mombasa,Q1,3.2,12,421996.0,Certificate,35082.0,39505.0,63.1,59.5,161590.0,17.23,6.64,6,3.4,1724378.0
204,Retail,Nakuru,Q1,1.3,10,324980.0,Bachelors,38112.0,39856.0,52.3,61.5,0.0,16.23,6.86,10,3.0,2101969.0
205,Retail,Mombasa,Q1,13.3,10,142528.0,Secondary,4564.0,4845.0,110.0,80.6,0.0,21.64,7.05,5,,2496788.0
206,Retail,Other,Q4,6.0,7,210970.0,Diploma,23756.0,27208.0,28.4,59.1,0.0,20.1,7.45,4,3.9,3214375.0
207,Retail,Nairobi,Q3,7.4,10,394884.0,Secondary,28687.0,32112.0,42.9,41.8,0.0,15.06,6.58,3,3.4,3409677.0
208,Manufacturing,Mombasa,Q4,14.7,9,189244.0,Secondary,36204.0,42319.0,87.9,25.4,341335.0,20.38,7.4,2,3.4,4432666.0
209,Retail,Other,Q2,3.8,14,411103.0,Bachelors,11464.0,11420.0,63.8,21.3,0.0,15.49,6.95,5,3.8,1902180.0
210,Agriculture,Nairobi,Q3,1.8,12,308954.0,Secondary,22372.0,22276.0,126.9,62.1,0.0,13.75,6.43,4,4.5,3313091.0
211,Manufacturing,Eldoret,Q1,2.7,6,222624.0,Masters,30288.0,30997.0,63.9,72.5,0.0,14.59,6.62,7,4.3,3397179.0
212,Agriculture,Mombasa,Q3,1.7,6,202094.0,Secondary,19010.0,18527.0,25.6,35.4,0.0,15.97,6.31,3,2.7,942855.0
213,Retail,Other,Q3,11.0,5,124072.0,Primary,4450.0,4202.0,117.9,60.6,236679.0,12.99,6.56,9,4.3,894938.0
214,Services,Other,Q2,17.4,9,267908.0,Secondary,57570.0,62607.0,110.2,51.2,0.0,13.84,6.93,5,4.8,2423792.0
215,Manufacturing,Nairobi,Q3,5.8,12,488041.0,Secondary,85888.0,92934.0,80.7,70.8,331177.0,10.88,6.55,6,4.3,3277311.0
216,Services,Eldoret,Q3,8.5,11,238884.0,Diploma,33201.0,35515.0,209.1,74.1,380283.0,12.87,6.3,7,1.8,3027424.0
217,Retail,Nairobi,Q2,10.0,12,319922.0,Secondary,33636.0,36270.0,65.8,5.1,40001.0,16.25,7.14,7,,2496788.0
218,Retail,Kisumu,Q1,15.3,9,287113.0,Diploma,25068.0,23386.0,68.9,77.7,180209.0,18.83,6.73,4,4.8,6869786.0
219,Technology,Nakuru,Q1,16.9,10,249772.0,Bachelors,8180.0,8274.0,,60.5,0.0,18.42,7.01,4,3.3,3435602.0
220,Hospitality,Other,Q4,0.9,10,373231.0,Certificate,5895.0,6051.0,75.4,43.3,229269.0,16.88,7.45,7,5.0,701871.0
221,Hospitality,Nairobi,Q2,3.3,7,170902.0,Secondary,54669.0,57614.0,68.4,43.9,0.0,10.61,7.29,5,2.0,1861474.0
222,Agriculture,Nairobi,Q2,5.3,13,279430.0,Certificate,79881.0,74546.0,18.3,55.7,0.0,12.74,6.99,2,3.8,1589173.0
223,Manufacturing,Nakuru,Q3,3.0,4,112801.0,Bachelors,35490.0,34630.0,23.5,43.9,0.0,14.87,6.51,4,4.3,1497780.0
224,Technology,Kisumu,Q2,4.3,5,168765.0,Diploma,18826.0,19110.0,,34.4,278756.0,18.58,6.95,12,,2496788.0
225,Hospitality,Mombasa,Q2,7.1,11,275226.0,Secondary,22364.0,25375.0,50.7,39.4,0.0,13.72,7.04,9,3.8,1724949.0
226,Technology,Nairobi,Q3,7.0,6,194723.0,Diploma,39095.0,41869.0,,32.1,0.0,11.6,6.46,3,2.9,5232724.0
227,Retail,Nairobi,Q3,9.8,8,278796.0,Certificate,52790.0,59743.0,168.6,84.6,0.0,20.13,6.39,4,3.2,6094207.0
228,Agriculture,Other,Q3,5.4,19,388231.0,Secondary,25416.0,26437.0,140.5,56.2,195182.0,13.15,6.32,5,4.2,2041438.0
229,Manufacturing,Nairobi,Q1,0.5,12,282441.0,Secondary,20117.0,21125.0,144.1,100.0,0.0,11.89,6.59,5,2.0,5573605.0
230,Retail,Mombasa,Q2,4.1,11,361379.0,Masters,11303.0,12320.0,34.2,63.2,142693.0,16.23,6.75,3,4.4,2271070.0
231,Retail,Other,Q2,6.6,10,306613.0,Secondary,17191.0,17807.0,63.8,68.0,148188.0,15.34,6.94,7,3.6,1712070.0
232,Hospitality,Nairobi,Q3,10.3,8,187948.0,Secondary,37462.0,37463.0,31.1,31.6,195936.0,13.9,6.59,6,4.1,4143286.0
233,Technology,Eldoret,Q1,9.3,8,219656.0,Secondary,31701.0,29508.0,,50.2,0.0,15.5,6.56,4,4.4,1624260.0
234,Agriculture,Nairobi,Q1,4.9,6,156742.0,Diploma,29824.0,29888.0,51.1,56.6,361691.0,12.54,6.59,9,5.0,3611557.0
235,Technology,Other,Q4,3.2,8,233245.0,Certificate,11678.0,13043.0,,41.0,663998.0,13.86,7.67,6,4.8,1624310.0
236,Services,Eldoret,Q3,5.1,9,259981.0,Secondary,21504.0,24748.0,84.9,44.8,0.0,15.38,6.4,7,2.7,2085692.0
237,Agriculture,Other,Q4,1.1,8,199660.0,Certificate,44685.0,44155.0,39.3,64.2,431690.0,8.99,7.45,7,,2496788.0
238,Services,Nairobi,Q2,3.4,9,261222.0,Diploma,66049.0,60190.0,59.7,64.7,241348.0,18.56,7.2,6,1.5,3084292.0
239,Retail,Kisumu,Q4,11.5,8,215042.0,Secondary,43170.0,48529.0,45.0,25.6,0.0,11.11,7.5,6,3.3,2762903.0
240,Retail,Eldoret,Q2,5.1,7,215281.0,Bachelors,52655.0,55579.0,91.7,61.2,0.0,12.5,6.87,5,3.8,1714067.0
241,Services,Nairobi,Q3,6.8,9,285455.0,Secondary,4589.0,4323.0,70.0,67.2,0.0,18.7,6.47,3,3.4,2584924.0
242,Services,Nairobi,Q1,1.6,8,345707.0,Secondary,58787.0,47097.0,63.3,42.0,0.0,17.32,6.56,2,,2496788.0
243,Retail,Nairobi,Q4,10.2,9,231424.0,Masters,35144.0,34192.0,137.7,39.8,276481.0,15.78,7.77,11,3.6,4373035.0
244,Agriculture,Other,Q2,4.7,12,341927.0,Bachelors,30035.0,30424.0,47.1,64.7,113189.0,10.03,6.86,3,4.7,2050057.0
245,Manufacturing,Nakuru,Q4,6.7,8,197295.0,Secondary,32241.0,30883.0,81.8,0.0,73555.0,13.56,7.24,8,3.3,2519566.0
246,Services,Nakuru,Q2,7.7,10,214560.0,Bachelors,74599.0,82459.0,48.2,55.0,0.0,14.81,6.94,8,3.6,2264787.0
247,Manufacturing,Eldoret,Q4,10.0,9,208209.0,Diploma,18241.0,17967.0,233.8,91.0,126902.0,15.04,7.18,11,5.0,4992691.0
248,Hospitality,Kisumu,Q2,6.0,9,295411.0,Secondary,32264.0,33909.0,120.5,0.0,174269.0,19.15,7.3,2,4.5,1465258.0
249,Hospitality,Mombasa,Q1,4.8,9,273419.0,Bachelors,23514.0,29155.0,163.1,73.1,0.0,21.88,7.16,7,3.6,1553981.0
250,Hospitality,Mombasa,Q1,2.0,9,273062.0,Bachelors,12247.0,12975.0,68.9,67.0,0.0,17.47,6.73,4,4.1,2163449.0
251,Manufacturing,Nakuru,Q3,1.5,10,263289.0,Secondary,6830.0,7109.0,123.4,23.4,1267817.0,13.79,6.3,8,5.0,2444654.0
252,Services,Nairobi,Q1,5.9,15,350049.0,Diploma,12075.0,12589.0,29.0,66.5,0.0,19.39,6.46,7,2.6,2150862.0
253,Hospitality,Other,Q2,6.7,7,159528.0,Certificate,14837.0,16373.0,25.6,77.0,0.0,13.61,7.06,3,2.8,1551222.0
254,Retail,Other,Q3,7.5,10,248946.0,Primary,24308.0,26583.0,55.6,29.1,0.0,8.0,6.45,11,3.2,1460456.0
255,Retail,Nairobi,Q2,2.7,6,122558.0,Masters,52655.0,51061.0,77.4,39.4,283636.0,11.5,7.0,2,3.9,2493646.0
256,Services,Kisumu,Q1,3.4,13,473367.0,Diploma,12107.0,12315.0,131.0,55.6,312804.0,8.0,6.83,4,4.5,3697188.0
257,Services,Nairobi,Q3,5.8,8,302000.0,Diploma,14619.0,14569.0,65.5,76.5,199115.0,14.27,6.56,7,3.1,2369583.0
258,Retail,Other,Q3,3.8,5,84347.0,Diploma,73579.0,75594.0,55.2,43.1,170883.0,14.93,6.55,1,2.9,1956799.0
259,Retail,Other,Q3,21.9,6,172279.0,Diploma,18705.0,22374.0,102.5,54.1,504598.0,10.4,6.45,5,2.7,1992602.0
260,Agriculture,Other,Q4,3.4,13,364570.0,Secondary,16130.0,17733.0,157.9,40.4,71686.0,12.77,7.23,6,2.9,1455644.0
261,Retail,Nairobi,Q1,7.0,13,393115.0,Masters,16630.0,17355.0,106.6,55.5,594380.0,10.94,6.9,7,3.2,5504397.0
262,Services,Nairobi,Q2,9.2,8,204704.0,Diploma,28331.0,32568.0,85.3,78.0,253268.0,15.09,7.1,3,2.0,3946550.0
263,Hospitality,Nairobi,Q1,9.5,13,457206.0,Diploma,24517.0,26112.0,122.8,57.3,43529.0,12.77,6.93,3,3.3,6002350.0
264,Retail,Nairobi,Q4,3.7,8,241178.0,Certificate,15202.0,13970.0,117.3,47.1,30228.0,18.73,7.52,6,2.9,2991069.0
265,Technology,Nairobi,Q3,7.7,4,123551.0,Secondary,19551.0,23131.0,,54.3,114966.0,16.04,6.29,8,3.6,2379826.0
266,Retail,Nairobi,Q1,7.1,8,202572.0,Primary,45639.0,47350.0,119.0,37.4,135098.0,20.64,6.58,7,5.0,4692999.0
267,Hospitality,Other,Q3,7.9,6,106650.0,Certificate,31051.0,27000.0,78.8,33.1,32361.0,14.04,6.39,3,,2496788.0
268,Retail,Nairobi,Q1,5.8,9,283557.0,Secondary,61978.0,57145.0,176.5,81.5,0.0,22.36,6.64,7,4.5,5262448.0
269,Retail,Nairobi,Q2,9.2,13,319372.0,Diploma,21147.0,24113.0,26.1,91.0,388156.0,15.51,7.21,5,5.0,5410459.0
270,Retail,Other,Q3,6.2,7,242089.0,Bachelors,45521.0,42031.0,94.2,15.6,0.0,13.81,6.55,5,4.5,4386134.0
271,Retail,Kisumu,Q3,1.8,12,185546.0,Secondary,46607.0,53968.0,41.3,67.8,465736.0,23.21,6.66,10,4.0,2499438.0
272,Retail,Eldoret,Q4,6.1,11,282331.0,Secondary,14450.0,15266.0,74.1,73.9,146656.0,9.65,7.46,6,4.8,1786312.0
273,Retail,Nakuru,Q3,6.6,7,171817.0,Diploma,34014.0,37657.0,27.5,28.3,302121.0,13.73,6.53,8,4.2,2452153.0
274,Agriculture,Other,Q4,8.8,7,203435.0,Secondary,26893.0,27685.0,50.1,44.6,462055.0,10.17,7.58,4,4.6,1270882.0
275,Manufacturing,Nakuru,Q3,5.9,10,283201.0,Masters,4879.0,5328.0,54.5,42.3,0.0,9.62,6.57,6,3.8,3528475.0
276,Hospitality,Kisumu,Q1,15.5,13,375779.0,Certificate,7199.0,7741.0,87.5,96.8,0.0,8.89,6.81,8,2.9,4731929.0
277,Hospitality,Nakuru,Q1,4.9,11,344488.0,Secondary,29116.0,30482.0,47.3,91.4,611673.0,17.47,7.02,14,4.6,1961936.0
278,Agriculture,Mombasa,Q4,3.6,4,141445.0,Secondary,5318.0,5131.0,57.5,34.7,161482.0,11.25,7.42,9,5.0,911629.0
279,Services,Nairobi,Q1,12.5,10,261929.0,Masters,4123.0,4448.0,105.2,22.9,0.0,14.68,6.75,3,3.4,3694710.0
280,Services,Mombasa,Q2,4.8,9,373742.0,Secondary,26418.0,23899.0,132.8,72.0,0.0,18.35,6.97,2,,2496788.0
281,Retail,Nairobi,Q1,5.5,9,344409.0,Diploma,2324.0,2613.0,53.0,67.0,252112.0,16.98,6.91,8,3.8,1784268.0
282,Retail,Eldoret,Q2,6.6,14,380040.0,Secondary,10499.0,11189.0,144.9,82.4,243471.0,16.82,7.29,8,2.5,1893243.0
283,Retail,Nairobi,Q3,6.3,6,171374.0,Secondary,26330.0,28624.0,101.0,31.7,36085.0,19.38,6.49,6,3.0,2918169.0
284,Retail,Nairobi,Q1,7.9,9,250607.0,Bachelors,23105.0,19423.0,143.8,70.9,511557.0,20.65,7.0,6,3.9,2616719.0
285,Agriculture,Nairobi,Q2,8.4,7,214514.0,Secondary,23095.0,22170.0,71.2,38.9,301385.0,11.49,6.8,4,3.6,1934445.0
286,Hospitality,Other,Q4,3.3,11,238279.0,Primary,38616.0,38985.0,56.8,68.7,19165.0,17.05,7.39,6,3.7,3831104.0
287,Retail,Nairobi,Q1,2.1,12,281208.0,Diploma,50147.0,55357.0,64.5,54.2,0.0,14.63,6.79,7,3.7,7129494.0
288,Hospitality,Nakuru,Q1,2.3,7,103191.0,Bachelors,53651.0,52287.0,86.1,96.8,132513.0,15.03,6.69,5,3.6,4123058.0
289,Agriculture,Other,Q2,11.7,7,201856.0,Secondary,77857.0,97620.0,70.2,64.8,237083.0,10.66,7.46,1,3.1,2280647.0
290,Retail,Nairobi,Q4,4.5,11,368200.0,Secondary,2693.0,2771.0,71.5,48.1,77589.0,13.8,7.39,7,4.0,2927395.0
291,Services,Eldoret,Q2,9.1,3,83225.0,Masters,13616.0,13190.0,100.5,58.0,0.0,14.15,7.04,10,4.0,1829433.0
292,Retail,Nairobi,Q3,8.6,11,279016.0,Diploma,9880.0,10226.0,47.7,52.8,206319.0,20.08,6.5,7,3.0,1164934.0
293,Technology,Nairobi,Q1,5.5,9,268794.0,Bachelors,79477.0,77404.0,,29.6,138984.0,11.8,6.5,6,4.0,3053199.0
294,Retail,Nakuru,Q3,2.7,8,173368.0,Bachelors,26750.0,25553.0,27.2,97.3,482401.0,8.0,6.39,6,3.2,2195386.0
295,Services,Other,Q1,8.7,9,261925.0,Diploma,23987.0,27126.0,66.9,90.2,63665.0,15.48,6.95,6,,2496788.0
296,Technology,Nairobi,Q3,5.4,9,310607.0,Certificate,17862.0,19488.0,,51.1,535297.0,11.48,6.41,4,3.7,3358932.0
297,Technology,Kisumu,Q1,2.0,11,351488.0,Secondary,17095.0,18656.0,,70.4,187776.0,15.05,6.68,6,4.0,3614463.0
298,Services,Nairobi,Q4,3.8,9,325207.0,Bachelors,17010.0,19598.0,31.6,100.0,408494.0,17.61,7.6,6,3.8,3350711.0
299,Services,Kisumu,Q2,1.4,9,319201.0,Bachelors,18211.0,19830.0,46.0,82.2,283478.0,15.18,7.3,3,3.7,1687229.0
300,Manufacturing,Nakuru,Q1,3.9,13,396054.0,Masters,16795.0,16200.0,87.5,48.2,176240.0,14.12,6.88,6,4.0,3227934.0
301,Services,Kisumu,Q2,5.7,8,181911.0,Diploma,67437.0,74632.0,36.5,53.1,35697.0,15.0,7.03,3,4.4,3750678.0
302,Retail,Nakuru,Q1,5.0,17,447572.0,Secondary,97260.0,93357.0,17.3,17.2,250629.0,18.21,6.76,10,3.8,2273604.0
303,Agriculture,Nairobi,Q1,4.6,10,399013.0,Certificate,93474.0,94573.0,95.1,72.0,0.0,11.81,6.68,6,3.8,2817320.0
304,Agriculture,Nakuru,Q3,5.7,14,423786.0,Diploma,4655.0,4870.0,201.3,82.3,0.0,17.83,6.35,4,3.4,2706245.0
305,Services,Nakuru,Q2,7.6,9,254768.0,Certificate,15031.0,15606.0,44.2,82.5,0.0,12.29,6.94,9,2.2,1370487.0
306,Agriculture,Nakuru,Q2,9.6,10,244816.0,Bachelors,3510.0,3183.0,28.8,70.4,346249.0,17.43,7.01,4,3.7,1434331.0
307,Hospitality,Nairobi,Q4,10.4,6,152579.0,Diploma,95699.0,93076.0,174.5,62.8,0.0,10.56,7.24,11,2.7,4688019.0
308,Manufacturing,Mombasa,Q1,3.0,11,344792.0,Primary,33281.0,34886.0,15.7,33.0,0.0,17.24,6.57,5,3.2,1629041.0
309,Retail,Mombasa,Q2,11.1,9,239187.0,Diploma,44680.0,44731.0,91.8,62.0,118552.0,15.17,7.13,5,3.0,3488748.0
310,Retail,Nairobi,Q1,5.4,7,172366.0,Diploma,22534.0,25691.0,41.2,41.1,0.0,15.81,6.84,3,3.1,2684027.0
311,Agriculture,Nairobi,Q2,4.2,5,139567.0,Bachelors,24066.0,27767.0,198.4,66.6,265578.0,18.57,7.36,9,3.2,2367835.0
312,Hospitality,Mombasa,Q2,2.4,10,346452.0,Certificate,57577.0,55295.0,60.7,38.2,0.0,12.87,7.0,5,4.1,1856144.0
313,Retail,Eldoret,Q1,0.4,14,450367.0,Diploma,26556.0,28011.0,46.3,66.4,96293.0,15.42,6.84,4,,2496788.0
314,Hospitality,Nairobi,Q1,7.2,8,257925.0,Certificate,27393.0,32232.0,5.5,84.1,0.0,16.47,6.85,8,3.8,1926804.0
315,Hospitality,Other,Q4,7.0,6,180789.0,Diploma,42073.0,43725.0,109.5,63.3,0.0,14.54,7.36,4,4.7,4230104.0
316,Hospitality,Kisumu,Q1,3.5,9,191715.0,Primary,38581.0,39254.0,105.5,62.2,421300.0,17.79,6.91,5,5.0,2134204.0
317,Hospitality,Eldoret,Q4,3.6,12,360068.0,Bachelors,25869.0,28943.0,140.8,75.1,0.0,16.56,7.52,8,4.1,3430068.0
318,Manufacturing,Mombasa,Q4,4.8,8,259701.0,Bachelors,17501.0,17992.0,78.6,93.9,288074.0,13.64,7.45,3,4.4,5589609.0
319,Hospitality,Mombasa,Q2,4.1,10,258208.0,Diploma,16433.0,18926.0,56.7,52.6,0.0,19.53,7.06,7,3.9,2038817.0
320,Technology,Kisumu,Q2,2.9,8,275720.0,Diploma,54218.0,54349.0,,66.5,264381.0,17.3,7.05,4,,2496788.0
321,Technology,Other,Q4,2.2,6,199657.0,Primary,27839.0,28174.0,,88.2,663102.0,12.8,7.19,7,2.4,1535878.0
322,Agriculture,Mombasa,Q4,11.2,5,175390.0,Diploma,13358.0,14870.0,25.6,69.7,57984.0,12.77,7.28,5,1.5,1068856.0
323,Hospitality,Kisumu,Q1,3.8,12,375256.0,Certificate,48227.0,51026.0,90.1,10.9,0.0,14.8,6.71,6,2.0,1166149.0
324,Agriculture,Kisumu,Q4,7.0,3,102385.0,Bachelors,25506.0,27002.0,118.6,39.3,0.0,16.93,7.23,5,3.2,2045858.0
325,Services,Eldoret,Q4,8.0,8,150519.0,Primary,4458.0,4000.0,21.6,71.5,16860.0,8.42,7.47,5,4.8,1718583.0
326,Manufacturing,Nairobi,Q1,7.2,10,281087.0,Bachelors,14054.0,14359.0,75.1,46.2,149500.0,12.94,6.98,6,3.9,3417350.0
327,Services,Kisumu,Q1,8.2,9,288850.0,Secondary,25571.0,28617.0,109.8,86.7,777790.0,13.65,6.66,4,3.4,2522660.0
328,Agriculture,Mombasa,Q3,7.2,10,291705.0,Diploma,5620.0,5549.0,47.5,95.9,0.0,10.9,6.54,3,4.2,2110851.0
329,Manufacturing,Other,Q1,3.3,9,317122.0,Diploma,32100.0,35504.0,173.2,42.0,717625.0,12.23,6.64,6,4.0,5497921.0
330,Hospitality,Mombasa,Q3,4.3,7,193469.0,Secondary,36240.0,38829.0,44.2,32.3,151808.0,15.94,6.45,6,,2496788.0
331,Services,Mombasa,Q1,11.0,9,209383.0,Certificate,51267.0,53011.0,44.2,47.1,0.0,13.94,6.7,9,4.1,2638393.0
332,Retail,Other,Q3,3.7,11,210693.0,Bachelors,29783.0,34507.0,50.7,45.8,0.0,14.19,6.59,5,4.4,2102153.0
333,Manufacturing,Mombasa,Q1,5.4,6,143647.0,Diploma,14728.0,15064.0,35.0,88.8,92185.0,11.09,6.7,6,5.0,4492289.0
334,Services,Nairobi,Q1,7.6,8,246042.0,Primary,4624.0,4755.0,44.2,32.2,122954.0,14.82,6.95,8,3.6,1338335.0
335,Retail,Nairobi,Q1,13.6,12,413250.0,Certificate,4393.0,4538.0,73.6,71.3,0.0,10.69,6.76,6,5.0,4083835.0
336,Manufacturing,Nairobi,Q1,10.4,13,262604.0,Secondary,22124.0,23373.0,38.3,85.5,14159.0,20.17,6.7,10,3.4,4037241.0
337,Retail,Nairobi,Q3,2.6,5,172132.0,Diploma,22112.0,24574.0,95.6,73.0,193891.0,21.08,6.31,2,,2496788.0
338,Services,Mombasa,Q1,6.9,11,267677.0,Diploma,5400.0,5034.0,23.3,64.6,0.0,13.99,6.84,8,,2496788.0
339,Retail,Eldoret,Q4,6.3,5,133365.0,Primary,31501.0,35264.0,38.7,51.4,375537.0,11.91,7.53,7,4.2,1409092.0
340,Technology,Eldoret,Q3,4.3,13,287638.0,Diploma,17729.0,18712.0,,95.7,23623.0,18.23,6.54,6,3.9,2452493.0
341,Retail,Nairobi,Q2,5.5,10,311940.0,Bachelors,10748.0,11762.0,43.3,49.6,196201.0,17.4,7.44,8,4.9,3550277.0
342,Technology,Kisumu,Q4,3.3,10,260243.0,Bachelors,8192.0,10169.0,,75.9,0.0,21.5,7.61,7,4.8,3986042.0
343,Services,Nairobi,Q3,4.8,9,276612.0,Primary,67852.0,68467.0,69.9,51.5,0.0,22.35,6.45,8,2.9,2461711.0
344,Agriculture,Other,Q3,3.7,7,281954.0,Secondary,3842.0,3658.0,33.1,14.5,92265.0,9.01,6.45,10,3.4,1629422.0
345,Services,Nairobi,Q1,5.8,8,237495.0,Certificate,80490.0,85763.0,40.7,49.1,0.0,19.21,6.87,3,5.0,3377616.0
346,Services,Nakuru,Q3,4.2,7,176766.0,Secondary,11341.0,12228.0,83.6,51.6,0.0,14.79,6.37,6,3.8,1593605.0
347,Technology,Nairobi,Q3,14.3,13,376804.0,Certificate,85591.0,95839.0,,51.8,0.0,17.26,6.67,4,4.4,8202067.0
348,Retail,Nakuru,Q4,5.9,10,413737.0,Primary,4902.0,4936.0,41.9,40.5,15904.0,17.99,7.45,11,2.8,2530663.0
349,Agriculture,Mombasa,Q2,5.2,9,263140.0,Secondary,33673.0,33120.0,40.6,68.8,395032.0,17.85,7.14,4,,2496788.0
350,Retail,Eldoret,Q3,4.6,6,215366.0,Diploma,59184.0,54885.0,139.6,71.2,0.0,18.7,6.6,7,3.1,3690828.0
351,Manufacturing,Nairobi,Q2,4.2,4,72001.0,Secondary,60088.0,56519.0,123.6,48.3,220497.0,13.71,7.36,4,4.4,4660270.0
352,Retail,Other,Q1,2.0,15,489639.0,Bachelors,33545.0,34106.0,74.3,48.1,166219.0,12.45,6.83,5,4.3,1984376.0
353,Agriculture,Kisumu,Q1,9.1,7,176979.0,Primary,30109.0,31334.0,60.0,31.9,0.0,19.3,6.78,10,4.7,1867645.0
354,Agriculture,Eldoret,Q4,12.5,9,235991.0,Diploma,6302.0,7658.0,71.8,60.6,0.0,12.71,7.63,13,2.8,1829773.0
355,Agriculture,Other,Q3,3.7,8,212254.0,Certificate,48443.0,44305.0,87.2,85.3,97768.0,21.46,6.65,4,4.1,1291370.0
356,Agriculture,Other,Q2,11.0,9,234736.0,Bachelors,55232.0,59476.0,87.6,85.3,89871.0,13.05,7.05,7,3.7,3136565.0
357,Services,Nairobi,Q3,21.8,12,291671.0,Bachelors,26004.0,25794.0,43.8,41.8,0.0,14.28,6.5,6,1.7,5465259.0
358,Services,Nairobi,Q1,17.0,6,185569.0,Certificate,29295.0,31283.0,52.9,98.8,200447.0,14.89,6.83,4,4.1,6258908.0
359,Agriculture,Nairobi,Q1,12.2,10,280250.0,Diploma,129172.0,129913.0,49.5,47.0,44315.0,10.57,6.85,7,4.7,5459738.0
360,Agriculture,Nairobi,Q3,2.2,3,102264.0,Secondary,6990.0,7919.0,78.1,32.6,204243.0,10.58,6.3,11,5.0,1126880.0
361,Technology,Kisumu,Q3,2.2,12,366666.0,Diploma,34265.0,38800.0,,25.0,77599.0,18.42,6.27,4,3.7,4946146.0
362,Retail,Other,Q4,8.2,9,261132.0,Primary,47595.0,49544.0,66.7,31.3,128673.0,10.0,7.27,5,4.4,2400791.0
363,Retail,Other,Q4,5.4,7,246221.0,Certificate,4282.0,4989.0,70.6,62.3,0.0,23.56,7.26,5,4.1,2184969.0
364,Retail,Kisumu,Q2,0.9,6,188851.0,Secondary,4776.0,5305.0,38.3,49.3,260160.0,15.2,7.0,6,3.1,1356818.0
365,Manufacturing,Nakuru,Q4,4.0,12,323654.0,Bachelors,13326.0,15476.0,20.7,41.1,278942.0,12.21,7.5,6,3.0,3942464.0
366,Hospitality,Other,Q2,8.0,5,78086.0,Certificate,14325.0,14991.0,51.9,36.4,177089.0,16.84,7.07,4,3.7,1037851.0
367,Services,Other,Q4,4.8,9,278953.0,Diploma,12476.0,14050.0,98.1,31.1,142674.0,8.0,7.43,2,3.5,1713677.0
368,Manufacturing,Nairobi,Q1,5.4,7,168864.0,Certificate,14795.0,14625.0,38.9,35.4,126906.0,14.43,6.62,5,3.8,2470819.0
369,Hospitality,Kisumu,Q1,2.2,7,187425.0,Secondary,15155.0,14858.0,17.5,77.3,0.0,14.84,6.73,7,3.4,1214038.0
370,Services,Other,Q1,4.0,8,235020.0,Secondary,25695.0,31461.0,89.5,94.7,0.0,11.45,6.89,5,3.9,2269790.0
