Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,Predicted_Order_Profit
4840,CA-2020-106831,01-06-20,03-06-20,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,East,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,192.376,4,-34.3148,0,Online,1.9701198019801984
7801,CA-2020-157413,01-06-20,06-06-20,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",353.744,3,-77.1267,0,Online,1.9701198019801984
9948,CA-2020-121559,01-06-20,03-06-20,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Indianapolis,Indiana,Central,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,1956.88,6,539.2464,0,COD,359.0949153846153
9949,CA-2020-121559,01-06-20,03-06-20,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Indianapolis,Indiana,Central,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,2425.2,8,793.716,0,COD,629.0881238095238
2288,US-2020-112928,01-06-20,05-06-20,Second Class,BB-10990,Barry Blumstein,Corporate,United States,Toledo,Ohio,East,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",105.48,5,1.311,0,COD,1.9701198019801984
4838,CA-2020-106831,01-06-20,03-06-20,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",108.798,2,-2.6586,0,COD,1.9701198019801984
4839,CA-2020-106831,01-06-20,03-06-20,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,140.744,6,10.0572,0,COD,1.9701198019801984
9952,CA-2020-121559,01-06-20,03-06-20,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Indianapolis,Indiana,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,149.38,2,8.69,0,COD,10.055439422473302
9951,CA-2020-121559,01-06-20,03-06-20,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Indianapolis,Indiana,Central,TEC-AC-10001714,Technology,Accessories,LogitechÊMX Performance Wireless Mouse,143.89,1,14.7593,0,COD,10.055439422473302
7660,CA-2020-146493,01-06-20,05-06-20,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Fremont,Nebraska,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",140.9,5,25.872,0,COD,10.055439422473302
3689,CA-2020-140760,02-06-20,05-06-20,Second Class,DO-13435,Denny Ordway,Consumer,United States,Mesa,Arizona,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),120.344,6,7.92,0,COD,10.055439422473302
1331,CA-2020-127705,02-06-20,06-06-20,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,95.97,1,-0.6435,0,COD,1.9701198019801984
4769,CA-2020-158883,02-06-20,03-06-20,Same Day,CS-11860,Cari Schnelling,Consumer,United States,Jacksonville,North Carolina,South,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,110.344,4,9.1872,0,COD,1.9701198019801984
7733,CA-2020-143294,02-06-20,08-06-20,Standard Class,JD-15790,John Dryer,Consumer,United States,Houston,Texas,Central,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,144.688,2,3.7408,0,COD,1.9701198019801984
1332,CA-2020-127705,02-06-20,06-06-20,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,124.44,2,2.401,0,Online,1.9701198019801984
3690,CA-2020-140760,02-06-20,05-06-20,Second Class,DO-13435,Denny Ordway,Consumer,United States,Mesa,Arizona,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",146.92,5,15.921,0,Online,10.055439422473302
6485,CA-2020-113908,03-06-20,09-06-20,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New York City,New York,East,TEC-MA-10003173,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,111.66,6,36.1836,0,COD,10.055439422473302
9451,CA-2020-145506,03-06-20,07-06-20,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Spokane,Washington,West,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,150.26,9,5.4504,0,Online,1.9701198019801984
6483,CA-2020-140872,03-06-20,10-06-20,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,153.4,2,-4.14,0,Online,10.055439422473302
6478,CA-2020-140872,03-06-20,10-06-20,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,TEC-AC-10003832,Technology,Accessories,LogitechÊP710e Mobile Speakerphone,222.992,1,-2.5749,0,Online,40.282084165232334
6482,CA-2020-140872,03-06-20,10-06-20,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,276.568,2,0.0,0,COD,40.282084165232334
6484,CA-2020-113908,03-06-20,09-06-20,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New York City,New York,East,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",400.768,2,-115.4304,0,Online,-122.75844166666666
6480,CA-2020-140872,03-06-20,10-06-20,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,528.96,5,50.396,0,COD,285.4475722891566
5926,CA-2020-150420,03-06-20,08-06-20,Standard Class,GD-14590,Giulietta Dortch,Corporate,United States,Bellingham,Washington,West,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,1147.5,10,362.835,0,COD,173.58531363636368
6126,CA-2020-145772,03-06-20,07-06-20,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,West,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,100.96,2,5.382,1,Online,10.055439422473302
6127,CA-2020-145772,03-06-20,07-06-20,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,94.912,1,1.2714,1,Online,10.055439422473302
6479,CA-2020-140872,03-06-20,10-06-20,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,101.552,3,5.4432,0,Online,10.055439422473302
6481,CA-2020-140872,03-06-20,10-06-20,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",125.472,7,1.8354,0,COD,10.055439422473302
6476,CA-2020-140872,03-06-20,10-06-20,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,93.554,3,-3.4914,0,COD,10.055439422473302
6477,CA-2020-140872,03-06-20,10-06-20,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",111.2,2,0.585,0,COD,10.055439422473302
6486,CA-2020-113908,03-06-20,09-06-20,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New York City,New York,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,139.36,4,22.2264,0,COD,10.055439422473302
205,CA-2020-126382,03-06-20,07-06-20,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Franklin,Tennessee,South,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",137.168,7,9.6712,0,COD,1.9701198019801984
6125,CA-2020-145772,03-06-20,07-06-20,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,156.75,5,8.5025,1,Online,10.055439422473302
5874,CA-2020-133095,04-06-20,04-06-20,Same Day,EH-14005,Erica Hernandez,Home Office,United States,Jonesboro,Arkansas,South,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,140.08,7,54.04,0,Online,10.055439422473302
5875,CA-2020-133095,04-06-20,04-06-20,Same Day,EH-14005,Erica Hernandez,Home Office,United States,Jonesboro,Arkansas,South,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,115.54,3,4.3884,0,COD,10.055439422473302
1270,CA-2020-100426,04-06-20,08-06-20,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Florence,Alabama,South,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ?Ó x 11Ó",125.48,2,5.616,0,Online,10.055439422473302
2928,CA-2020-158106,04-06-20,10-06-20,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Apple Valley,Minnesota,Central,OFF-AR-10002255,Office Supplies,Art,Newell 346,118.64,3,2.5056,0,Online,10.055439422473302
3193,CA-2020-158953,04-06-20,08-06-20,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Missouri City,Texas,Central,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,115.37,7,-9.555,0,COD,1.9701198019801984
1090,CA-2020-158407,04-06-20,10-06-20,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,123.984,2,1.999,0,Online,1.9701198019801984
8518,CA-2020-149720,04-06-20,07-06-20,Second Class,EM-14065,Erin Mull,Consumer,United States,Frisco,Texas,Central,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,133.336,6,-17.4432,0,COD,1.9701198019801984
1091,CA-2020-158407,04-06-20,10-06-20,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,161.984,2,25.1944,0,COD,1.9701198019801984
3912,CA-2020-126788,05-06-20,06-06-20,First Class,AB-10105,Adrian Barton,Consumer,United States,Pearland,Texas,Central,TEC-PH-10001619,Technology,Phones,LG G3,520.376,3,52.9173,0,COD,-28.45991717171715
8514,CA-2020-141614,05-06-20,09-06-20,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Orlando,Florida,South,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,118.736,4,7.2576,0,COD,10.055439422473302
3854,US-2020-131849,06-06-20,10-06-20,Standard Class,GH-14410,Gary Hansen,Home Office,United States,San Francisco,California,West,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",110.95,1,2.178,0,Online,10.055439422473302
3855,US-2020-131849,06-06-20,10-06-20,Standard Class,GH-14410,Gary Hansen,Home Office,United States,San Francisco,California,West,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,115.4,5,0.0,0,COD,10.055439422473302
9647,US-2020-107979,08-06-20,13-06-20,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Glendale,Arizona,West,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,102.588,2,-48.392,0,Online,10.055439422473302
9645,US-2020-107979,08-06-20,13-06-20,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Glendale,Arizona,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,127.544,7,12.3123,0,Online,10.055439422473302
668,CA-2020-132682,08-06-20,10-06-20,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OCÊSpeaker Phone,413.576,3,28.6182,0,Online,1.9701198019801984
7815,US-2020-109316,08-06-20,10-06-20,First Class,MG-17680,Maureen Gastineau,Home Office,United States,Los Angeles,California,West,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1510.666,2,140.9568,0,COD,119.38541351351356
262,US-2020-155299,08-06-20,12-06-20,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Pasadena,Texas,Central,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,99.624,2,-4.466,0,COD,1.9701198019801984
4820,CA-2020-117436,08-06-20,14-06-20,Standard Class,LW-17125,Liz Willingham,Consumer,United States,Norwich,Connecticut,East,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,96.36,2,5.0764,0,COD,10.055439422473302
7506,US-2020-106579,08-06-20,13-06-20,Standard Class,BW-11200,Ben Wallace,Consumer,United States,Skokie,Illinois,Central,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",134.176,4,-18.8728,0,Online,10.055439422473302
7816,US-2020-109316,08-06-20,10-06-20,First Class,MG-17680,Maureen Gastineau,Home Office,United States,Los Angeles,California,West,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,146.52,2,-3.504,0,Online,10.055439422473302
666,CA-2020-132682,08-06-20,10-06-20,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,151.76,3,2.079,0,Online,1.9701198019801984
9646,US-2020-107979,08-06-20,13-06-20,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Glendale,Arizona,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,151.168,2,-8.3524,0,COD,10.055439422473302
667,CA-2020-132682,08-06-20,10-06-20,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,175.056,3,28.7064,0,COD,1.9701198019801984
671,US-2020-106663,09-06-20,13-06-20,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",155.925,1,-71.8905,0,COD,-32.933
5362,CA-2020-100951,09-06-20,10-06-20,First Class,NC-18625,Noah Childs,Corporate,United States,Dallas,Texas,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,753.76,5,54.057,0,Online,-28.45991717171715
670,US-2020-106663,09-06-20,13-06-20,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,113.976,3,-14.3856,0,COD,10.055439422473302
8148,US-2020-146822,09-06-20,14-06-20,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Salem,Virginia,South,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,147.12,4,23.0864,0,COD,1.9701198019801984
672,US-2020-106663,09-06-20,13-06-20,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",124.352,8,11.36,0,COD,10.055439422473302
5367,CA-2020-158071,10-06-20,15-06-20,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Seattle,Washington,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USBÊHeadsetÊ-ÊheadsetÊ- Full size, Binaural",126.776,3,7.7679,0,COD,1.9701198019801984
644,CA-2020-106103,10-06-20,15-06-20,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Rochester Hills,Michigan,Central,TEC-AC-10003832,Technology,Accessories,ImationÊ16GB Mini TravelDrive USB 2.0ÊFlash Drive,149.52,4,54.3332,0,COD,10.055439422473302
487,CA-2020-140963,10-06-20,13-06-20,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,318.96,5,17.4975,1,COD,40.282084165232334
486,CA-2020-140963,10-06-20,13-06-20,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,535.165,5,-30.245,1,COD,119.38541351351356
4520,CA-2020-107167,10-06-20,14-06-20,Standard Class,ND-18460,Neil Ducich,Corporate,United States,Jacksonville,Florida,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1382.52,8,84.22,0,COD,119.38541351351356
7262,CA-2020-137001,10-06-20,13-06-20,Second Class,GZ-14545,George Zrebassa,Corporate,United States,Thousand Oaks,California,West,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",113.7,7,4.116,0,Cards,10.055439422473302
5369,CA-2020-158071,10-06-20,15-06-20,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Seattle,Washington,West,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,125.58,1,3.895,0,COD,1.9701198019801984
5219,CA-2020-167080,10-06-20,14-06-20,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,New York City,New York,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,102.4,5,4.2,0,COD,10.055439422473302
5368,CA-2020-158071,10-06-20,15-06-20,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Seattle,Washington,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,104.56,4,5.4332,0,Cards,1.9701198019801984
485,CA-2020-140963,10-06-20,13-06-20,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,111.6,2,14.8,1,Online,10.055439422473302
2289,CA-2020-143343,10-06-20,13-06-20,First Class,BW-11200,Ben Wallace,Consumer,United States,Los Angeles,California,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,122.4,5,4.756,0,COD,10.055439422473302
7310,CA-2020-112172,10-06-20,14-06-20,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,East,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,117.13,3,0.7065,0,COD,10.055439422473302
3395,US-2020-131583,10-06-20,10-06-20,Same Day,CL-11890,Carl Ludwig,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",152.032,6,15.012,0,Cards,1.9701198019801984
2310,US-2020-120418,11-06-20,12-06-20,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",102.448,4,7.7004,0,Online,10.055439422473302
4223,CA-2020-134565,11-06-20,13-06-20,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",115.96,2,1.0296,0,Online,1.9701198019801984
2311,US-2020-120418,11-06-20,12-06-20,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,123.04,5,6.603,0,COD,10.055439422473302
1569,US-2020-152002,11-06-20,11-06-20,Same Day,DV-13465,Dianna Vittorini,Consumer,United States,Los Angeles,California,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",153.97,3,60.2553,0,COD,10.055439422473302
4224,CA-2020-134565,11-06-20,13-06-20,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,West,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,195.42,3,41.8608,0,Cards,1.9701198019801984
2313,US-2020-120418,11-06-20,12-06-20,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,261.592,3,-48.5082,0,Online,40.282084165232334
2309,US-2020-120418,11-06-20,12-06-20,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,308.792,1,35.099,0,Online,40.282084165232334
4222,CA-2020-134565,11-06-20,13-06-20,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,West,TEC-MA-10001570,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,420.8,5,130.2075,0,Online,1.9701198019801984
8924,CA-2020-133928,11-06-20,17-06-20,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Hickory,North Carolina,South,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",81.572,4,-3.81,0,COD,1.9701198019801984
2312,US-2020-120418,11-06-20,12-06-20,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,125.872,1,1.984,0,COD,10.055439422473302
3448,CA-2020-102554,11-06-20,15-06-20,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Auburn,Alabama,South,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",118.76,2,1.0904,0,Cards,10.055439422473302
4221,CA-2020-134565,11-06-20,13-06-20,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",147.288,6,6.6294,0,COD,1.9701198019801984
4220,CA-2020-134565,11-06-20,13-06-20,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,West,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,159.94,2,18.2112,0,Online,1.9701198019801984
8342,CA-2020-141481,11-06-20,14-06-20,First Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Los Angeles,California,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,161.44,3,16.5888,0,Online,10.055439422473302
9175,CA-2020-119424,12-06-20,14-06-20,Second Class,SB-20205,Sarah Brown,Consumer,United States,Kent,Washington,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,115.976,3,8.997,0,Cards,1.9701198019801984
1456,CA-2020-148474,12-06-20,19-06-20,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,126.2,3,41.952,0,Online,10.055439422473302
1457,CA-2020-148474,12-06-20,19-06-20,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,South,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",469.94,3,67.941,0,Online,-60.65392592592592
2641,CA-2020-108441,12-06-20,18-06-20,Standard Class,SB-20190,Sarah Bern,Consumer,United States,New York City,New York,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,882.24,4,143.04,0,Online,119.38541351351356
9537,CA-2020-124191,12-06-20,14-06-20,Second Class,TS-21610,Troy Staebel,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",83.856,3,-6.8634,0,Online,10.055439422473302
2870,CA-2020-143861,12-06-20,19-06-20,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Saint Petersburg,Florida,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,100.088,2,1.068,0,Online,10.055439422473302
2638,CA-2020-108441,12-06-20,18-06-20,Standard Class,SB-20190,Sarah Bern,Consumer,United States,New York City,New York,East,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",113.04,4,9.3296,0,Online,10.055439422473302
2639,CA-2020-108441,12-06-20,18-06-20,Standard Class,SB-20190,Sarah Bern,Consumer,United States,New York City,New York,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,124.128,3,4.2666,0,COD,10.055439422473302
9176,CA-2020-119424,12-06-20,14-06-20,Second Class,SB-20205,Sarah Brown,Consumer,United States,Kent,Washington,West,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,114.44,3,9.3312,0,COD,1.9701198019801984
5497,CA-2020-117821,12-06-20,16-06-20,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Marion,Ohio,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,159.92,2,19.176,0,COD,1.9701198019801984
2640,CA-2020-108441,12-06-20,18-06-20,Standard Class,SB-20190,Sarah Bern,Consumer,United States,New York City,New York,East,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,161.14,3,16.6764,0,COD,10.055439422473302
1446,CA-2020-102337,13-06-20,16-06-20,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",190.736,4,-39.1248,0,Online,40.282084165232334
7265,CA-2020-122056,13-06-20,17-06-20,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Springfield,Virginia,South,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,203.86,7,50.9208,0,Cards,1.9701198019801984
7731,CA-2020-104850,13-06-20,19-06-20,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",323.136,4,-25.4744,0,COD,1.9701198019801984
1447,CA-2020-102337,13-06-20,16-06-20,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,520.302,7,-87.3418,0,Online,119.38541351351356
1448,CA-2020-102337,13-06-20,16-06-20,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,Central,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,142.984,2,5.998,0,COD,10.055439422473302
5477,CA-2020-169691,15-06-20,18-06-20,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",106.55,5,22.8285,0,COD,10.055439422473302
